iso2,iso3,LocID,location_fin,location_jhu,loc_type_fin,location_ihme,loc_id,month_jhu,day_jhu,deaths_jhu,deaths_ihme,month_ihme,day_ihme,date_ihme_prod,country_region,geo_type_valid,population
NA,NA,NA,Australian Capital Territory,Australian Capital Territory,NA,NA,NA,11,13,3,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,New South Wales,New South Wales,NA,NA,NA,11,13,53,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Northern Territory,Northern Territory,NA,NA,NA,11,13,0,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Queensland,Queensland,NA,NA,NA,11,13,6,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,South Australia,South Australia,NA,NA,NA,11,13,4,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Tasmania,Tasmania,NA,NA,NA,11,13,13,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Victoria,Victoria,NA,NA,NA,11,13,819,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Western Australia,Western Australia,NA,NA,NA,11,13,9,NA,NA,NA,NA,Australia,province_state,NA
NA,NA,NA,Antwerp,Antwerp,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Brussels,Brussels,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,East Flanders,East Flanders,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Flemish Brabant,Flemish Brabant,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Hainaut,Hainaut,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Liege,Liege,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Limburg,Limburg,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Luxembourg,Luxembourg,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Namur,Namur,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Unknown,Unknown,NA,NA,NA,11,13,13891,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,Walloon Brabant,Walloon Brabant,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,NA,West Flanders,West Flanders,NA,NA,NA,11,13,0,NA,NA,NA,NA,Belgium,province_state,NA
NA,NA,BR12,Acre,Acre,Brazil,Acre,BR12,11,13,707,728.912645410909,01,01,2020_11_12,Brazil,province_state,NA
NA,NA,BR27,Alagoas,Alagoas,Brazil,Alagoas,BR27,11,13,2285,2431.40912308171,01,01,2020_11_12,Brazil,province_state,NA
NA,NA,BR16,Amapa,Amapa,Brazil,Amapa,BR16,11,13,771,808.703462265421,01,01,2020_11_12,Brazil,province_state,NA
NA,NA,BR13,Amazonas,Amazonas,Brazil,Amazonas,BR13,11,13,4655,4950.49405761752,01,01,2020_11_12,Brazil,province_state,NA
NA,NA,BR29,Bahia,Bahia,Brazil,Bahia,BR29,11,13,7882,8834.96725973914,01,01,2020_11_12,Brazil,province_state,NA
