Location,loc_type_fin,Pop_Mid2020,Density_Mid2020,CDR_Yr_Last,days_2021,CCDR_2021,CCMR_2021,ISCDR_2021,days_l12m,CCDR_l12m,CCMR_l12m,ISCDR_l12m,CDR_l12m,e0_l12m_M,e0_l12m_F,e0_l12m_B,e0_Diff_M,e0_Diff_F,e0_Diff_B
Central African Republic,Cntry/Terr,"4,829.764",7.8,12.39,90,0.00,0.01,0.02,365,0.01,0.05,0.08,11.83,51.3,55.7,53.4,-0.03,-0.02,-0.02
Liberia,Cntry/Terr,"5,057.677",52.5,7.60,90,0.00,0.00,0.01,365,0.02,0.05,0.08,7.41,62.8,65.7,64.2,-0.05,-0.03,-0.04
Nicaragua,Cntry/Terr,"6,624.554",55.0,5.06,90,0.01,0.01,0.02,365,0.03,0.04,0.07,5.22,71.1,78.1,74.5,-0.07,-0.07,-0.07
Madagascar,Cntry/Terr,"27,691.019",47.6,6.13,90,0.02,0.06,0.10,365,0.01,0.04,0.07,5.93,65.7,69.0,67.3,-0.05,-0.03,-0.04
Togo,Cntry/Terr,"8,278.737",152.2,8.56,90,0.02,0.07,0.11,365,0.01,0.04,0.07,8.28,60.4,62.2,61.3,-0.03,-0.02,-0.03
Haiti,Cntry/Terr,"11,402.533",413.7,8.57,90,0.01,0.01,0.02,365,0.02,0.04,0.07,8.49,62.0,66.4,64.2,-0.05,-0.04,-0.04
Chad,Cntry/Terr,"16,425.859",13.0,12.24,90,0.01,0.06,0.09,365,0.01,0.04,0.06,11.73,53.0,55.9,54.4,-0.03,-0.02,-0.02
Uzbekistan,Cntry/Terr,"33,469.199",78.7,5.77,90,0.00,0.00,0.01,365,0.02,0.04,0.06,5.90,69.6,73.9,71.7,-0.04,-0.03,-0.04
Nigeria,Cntry/Terr,"206,139.587",226.3,11.97,90,0.02,0.05,0.09,365,0.01,0.03,0.06,11.48,54.0,55.9,54.9,-0.02,-0.01,-0.02
Guinea,Cntry/Terr,"13,132.792",53.4,8.54,90,0.01,0.05,0.08,365,0.01,0.03,0.06,8.16,61.0,62.4,61.7,-0.03,-0.02,-0.02
Sierra Leone,Cntry/Terr,"7,976.985",110.5,11.91,90,0.00,0.00,0.01,365,0.01,0.03,0.05,11.40,54.1,55.8,54.9,-0.02,-0.01,-0.02
Cote d'Ivoire,Cntry/Terr,"26,378.275",83.0,10.16,90,0.02,0.05,0.09,365,0.01,0.03,0.05,9.83,56.8,59.3,58.0,-0.02,-0.01,-0.02
Niger,Cntry/Terr,"24,206.636",19.1,8.41,90,0.01,0.05,0.09,365,0.01,0.03,0.05,7.90,61.5,63.9,62.7,-0.03,-0.02,-0.02
South Sudan,Cntry/Terr,"11,193.729",18.3,10.56,90,0.02,0.05,0.08,365,0.01,0.03,0.05,10.25,56.5,59.6,58.0,-0.02,-0.02,-0.02
Democratic Republic of the Congo,Cntry/Terr,"89,561.404",39.5,9.58,90,0.01,0.02,0.04,365,0.01,0.03,0.04,9.17,59.3,62.5,60.8,-0.03,-0.02,-0.02
Sri Lanka,Cntry/Terr,"21,413.250",341.5,6.62,90,0.07,0.07,0.11,365,0.03,0.03,0.04,7.03,73.7,80.4,77.0,-0.04,-0.04,-0.04
Hubei,China,"60,772.884",326.9,7.00,90,0.00,0.00,0.00,365,0.03,0.03,0.04,NA,NA,NA,NA,NA,NA,NA
Tajikistan,Cntry/Terr,"9,537.642",68.1,4.90,90,0.00,0.00,0.00,365,0.01,0.03,0.04,4.74,69.0,73.6,71.2,-0.03,-0.02,-0.02
Burkina Faso,Cntry/Terr,"20,903.278",76.4,8.27,90,0.01,0.05,0.08,365,0.01,0.02,0.04,7.78,61.1,62.7,61.8,-0.02,-0.01,-0.02
Japan,Cntry/Terr,"126,476.458",346.9,10.43,90,0.19,0.06,0.10,365,0.07,0.02,0.04,11.67,81.5,87.7,84.5,-0.07,-0.07,-0.07
Cuba,Cntry/Terr,"11,326.616",106.4,8.91,90,0.10,0.06,0.10,365,0.04,0.02,0.04,9.52,76.9,80.9,78.8,-0.05,-0.04,-0.04
Benin,Cntry/Terr,"12,123.198",107.5,8.96,90,0.02,0.05,0.07,365,0.01,0.02,0.04,8.60,60.5,63.6,62.0,-0.02,-0.01,-0.02
Australia,Cntry/Terr,"25,499.881",3.3,6.60,90,0.00,0.00,0.00,365,0.03,0.02,0.03,6.90,81.6,85.5,83.5,-0.06,-0.05,-0.05
Republic of Korea,Cntry/Terr,"51,269.183",527.3,5.92,90,0.06,0.04,0.07,365,0.03,0.02,0.03,6.75,80.0,86.0,82.9,-0.05,-0.05,-0.05
"China, Hong Kong SAR",Cntry/Terr,"7,496.988","7,140.0",6.61,90,0.03,0.02,0.03,365,0.03,0.01,0.02,7.27,82.0,87.8,84.8,-0.04,-0.04,-0.04
Brunei Darussalam,Cntry/Terr,437.483,83.0,4.40,90,0.00,0.00,0.00,365,0.00,0.01,0.01,4.76,74.8,77.2,76.0,-0.01,-0.01,-0.01
Singapore,Cntry/Terr,"5,850.343","8,357.6",4.45,90,0.00,0.00,0.00,365,0.00,0.00,0.01,5.09,81.6,85.8,83.7,-0.01,-0.01,-0.01
Mauritius,Cntry/Terr,"1,271.767",626.5,8.30,90,0.00,0.00,0.00,365,0.00,0.00,0.01,8.87,71.8,78.6,75.1,-0.01,-0.01,-0.01
New Zealand,Cntry/Terr,"4,822.233",18.3,6.98,90,0.00,0.00,0.00,365,0.01,0.00,0.01,7.26,80.7,84.1,82.4,-0.01,-0.01,-0.01
Burundi,Cntry/Terr,"11,890.781",463.0,8.04,90,0.00,0.01,0.01,365,0.00,0.00,0.00,7.66,60.0,63.7,61.8,0.00,0.00,0.00
United Republic of Tanzania,Cntry/Terr,"59,734.213",67.4,6.50,90,0.00,0.00,0.00,365,0.00,0.00,0.00,6.26,63.8,67.4,65.6,0.00,0.00,0.00
China,Cntry/Terr,"1,439,323.774",153.3,7.12,90,0.00,0.00,0.00,365,0.00,0.00,0.00,7.67,74.9,79.3,77.1,0.00,0.00,0.00
Thailand,Cntry/Terr,"69,799.978",136.6,7.61,90,0.00,0.00,0.00,365,0.00,0.00,0.00,8.17,73.6,81.0,77.2,0.00,0.00,0.00
Hainan,China,"9,689.620",285.0,6.01,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
"China, Taiwan Province of China",Cntry/Terr,"23,816.775",672.6,7.50,90,0.00,0.00,0.00,365,0.00,0.00,0.00,8.09,78.0,83.3,80.6,0.00,0.00,0.00
Shanghai,China,"24,895.657","3,926.1",5.40,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Jilin,China,"27,592.345",147.2,6.26,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Hunan,China,"70,934.167",337.8,7.08,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Shaanxi,China,"39,619.778",192.7,6.24,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Beijing,China,"22,086.180","1,314.7",5.58,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Inner Mongolia,China,"26,044.057",22.0,5.95,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Liaoning,China,"44,623.518",305.9,7.39,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Hebei,China,"77,845.071",414.7,6.38,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Shandong,China,"103,253.406",671.3,7.18,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Guangdong,China,"118,131.330",656.3,4.55,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Tianjin,China,"16,016.070","1,416.7",5.42,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Heilongjiang,China,"38,461.125",84.7,6.67,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Zhejiang,China,"59,983.359",588.1,5.58,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Anhui,China,"65,274.199",467.2,5.96,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Fujian,China,"40,737.416",335.1,6.20,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Jiangxi,China,"47,843.137",286.5,6.06,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Henan,China,"98,844.373",591.9,6.80,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Guangxi,China,"50,857.686",215.5,5.96,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Chongqing,China,"32,032.139",389.2,7.54,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Sichuan,China,"85,873.612",177.1,7.01,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Guizhou,China,"37,148.668",211.1,6.85,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Gansu,China,"27,141.188",59.7,6.65,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Xinjiang,China,"25,869.746",15.6,4.56,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Yunnan,China,"49,811.822",126.4,6.32,90,0.00,0.00,0.00,365,0.00,0.00,0.00,NA,NA,NA,NA,NA,NA,NA
Andorra,Cntry/Terr,77.265,164.4,NA,90,1.63,NA,NA,365,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bermuda,Cntry/Terr,62.273,"1,245.5",NA,90,0.13,NA,NA,365,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cayman Islands,Cntry/Terr,65.720,273.8,NA,90,0.00,NA,NA,365,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isle of Man,Cntry/Terr,85.032,149.2,NA,90,0.19,NA,NA,365,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,Cntry/Terr,38.137,238.4,NA,90,1.81,NA,NA,365,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saint Martin (French part),Cntry/Terr,38.659,729.4,NA,90,0.00,NA,NA,365,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,Cntry/Terr,39.244,"26,338.3",NA,90,2.58,NA,NA,365,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Marianas,Cntry/Terr,57.557,125.1,NA,90,0.00,NA,NA,365,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montserrat,Cntry/Terr,4.999,50.0,NA,90,0.00,NA,NA,365,0.20,NA,NA,NA,NA,NA,NA,NA,NA,NA
San Marino,Cntry/Terr,33.938,565.6,NA,90,2.99,NA,NA,365,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siint Maarten (Dutch part),Cntry/Terr,42.882,"1,261.2",NA,90,0.00,NA,NA,365,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,Cntry/Terr,38.718,40.8,NA,90,1.15,NA,NA,365,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Virgin Islands,Cntry/Terr,30.237,201.6,NA,90,0.00,NA,NA,365,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
